,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,output_without ,output_with
86,0.183215621,0.015543745,0.001905362,0,0,0,0,0,0,0,0,0,0.006797702,0,0,0,0.015529419,0.015679842,2.87E-05,0,0,0,0,0,0,0,5.73E-05,0,0.00270762,0,2.87E-05,0,0.001905362,2.87E-05,0.468869533,0.008724553,0.015923384,0.000257869,0,0,0,0,5.73E-05,0,0,0.000100282,0.014268728,0.008581293,0,0,0.008695901,0.003094423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015909058,0,4.025915792,0.009920777,0.088319986,0,0,0,0,0,0,0,0,0,0,0,0.000300847,0,0.010508144,2.482250047,0.045212956,0.064990043,0.025786857,0.000279358,0,0,0,0,0,0.002507056,0,0,0,0,0.090912998,0.043723049,1.010214461,0.183881782,0,0.060448691,0,0,0,0,0,0,0,0,0,0,0,0.067489936,0.194153546,2.410784637,0.042670086,0.002815065,0,0,0,0,0,0,0,0,0,0,0,0.023115052,0,0.04123032,5.189132272,0,0,0,0,0.001224876,0.002614501,0.024898643,0,0,0,0,0,0.00023638,0.059102044,0.002349469,0,0.17722734,0,0,0,0,0,0,0,5.73E-05,5.73E-05,0,0,0,0,0,0,0,0.056580663,0.092847012,0.006962451,0,0.011317565,0,0,0,0,0,0,0,0,0,0,0,0.090719597,0.43117058,0.025822672,0.023129378,0.030521611,0,0.006833517,0.002664642,0,0,0,0,0,0,0,0,0.006998267,0.02474822,0.345214389,0,0.002406773,0,0,0,0.000100282,0,0,0,0,0,0.001153246,0,0,0.022620804,0,1.403378078,0.064760827,0.016675501,0,2.87E-05,0.013788806,0,0,0,0,0,0.002306491,0,0.010458003,0.029669212,0.001203387,0.066393995,0.380005157,0.002406773,0,0,0.008187327,0,0,0.001962666,0,0,0.021954644,0,0,0,0,0.016396143,0.002972652,0.133310889,-0.34,-5.561255826
87,0.183211684,0.015543411,0.001905321,0,0,0,0,0,0,0,0,0,0.006797556,0,0,0,0.015529085,0.015679505,2.87E-05,0,0,0,0,0,0,0,5.73E-05,0,0.002707562,0,2.87E-05,0,0.001905321,2.87E-05,0.468859457,0.008724366,0.015923042,0.000257863,0,0,0,0,5.73E-05,0,0,0.00010028,0.014268421,0.008581109,0,0,0.008695714,0.003094356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015908716,0,4.024869457,0.009920564,0.088318088,0,0,0,0,0,0,0,0,0,0,0,0.00030084,0,0.010507919,2.48791267,0.045211985,0.064988647,0.025786303,0.000279352,0,0,0,0,0,0.002507002,0,0,0,0,0.090911044,0.04372211,1.011797234,0.18387783,0,0.060447392,0,0,0,0,0,0,0,0,0,0,0,0.067488486,0.194149374,2.41533139,0.042669169,0.002815005,0,0,0,0,0,0,0,0,0,0,0,0.023114556,0,0.041229434,5.190052217,0,0,0,0,0.001224849,0.002614445,0.024898108,0,0,0,0,0,0.000236374,0.059100774,0.002349419,0,0.177223531,0,0,0,0,0,0,0,5.73E-05,5.73E-05,0,0,0,0,0,0,0,0.056629587,0.092973949,0.006962302,0,0.011317322,0,0,0,0,0,0,0,0,0,0,0,0.09102565,0.431161315,0.025822117,0.023128881,0.030520955,0,0.00683337,0.002664585,0,0,0,0,0,0,0,0,0.006998116,0.024747688,0.345206971,0,0.002406722,0,0,0,0.00010028,0,0,0,0,0,0.001153221,0,0,0.022620318,0,1.396048965,0.064737947,0.016610677,0,2.87E-05,0.013788509,0,0,0,0,0,0.002306442,0,0.010457779,0.029668574,0.001203361,0.066371079,0.379996992,0.002406722,0,0,0.008187151,0,0,0.001962624,0,0,0.021782263,0,0,0,0,0.015844251,0.002972588,0.13352291,-0.390852232,-5.63
88,0.183483738,0.015566491,0.001908151,0,0,0,0,0,0,0,0,0,0.00680765,0,0,0,0.015552144,0.015745829,5.74E-05,0,0,0,0,0,0,0,0.000114776,0,0.002711582,0,5.74E-05,0,0.001908151,5.74E-05,0.469598715,0.008737321,0.015946687,0.000258246,0,0,0,0,0.000114776,0,0,0.000100429,0.014318302,0.008593851,0,0,0.008708627,0.003098951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01593234,0,4.030810175,0.009935295,0.088850949,0,0,0,0,0,0,0,0,0,0,0,0.000301287,0,0.010523522,2.484713275,0.045279121,0.065085149,0.025824594,0.000279766,0,0,0,0,0,0.002510724,0,0,0,0,0.091792083,0.043787033,1.01220212,0.184150873,0,0.060537152,0,0,0,0,0,0,0,0,0,0,0,0.0675887,0.194437669,2.418846215,0.042732529,0.002819185,0,0,0,0,0,0,0,0,0,0,0,0.023148879,0,0.041290656,5.197479233,0,0,0,0,0.001226668,0.002618327,0.02493508,0,0,0,0,0,0.000236725,0.059188534,0.002352907,0,0.177486693,0,0,0,0,0,0,0,0.000114776,0.000114776,0,0,0,0,0,0,0,0.056921708,0.09311918,0.00697264,0,0.011391515,0,0,0,0,0,0,0,0,0,0,0,0.091246897,0.43183742,0.025860461,0.023163226,0.030566276,0,0.006843517,0.002668541,0,0,0,0,0,0,0,0,0.007008508,0.024784436,0.345719574,0,0.002410295,0,0,0,0.000100429,0,0,0,0,0,0.001154933,0,0,0.022653907,0,1.39340899,0.064884291,0.016965323,0,5.74E-05,0.013837678,0,0,0,0,0,0.002309866,0,0.010530695,0.02971263,0.001205148,0.066512676,0.380604295,0.002410295,0,0,0.008199308,0,0,0.001965539,0,0,0.021814608,0,0,0,0,0.016556434,0.002977002,0.133757048,-0.458836747,-5.63501611
89,0.184034338,0.015529301,0.001996421,0,0,0,0,0,0,0,0,0,0.00676644,0,0,0,0.015579212,0.015671903,5.70E-05,0,0,0,0,0,0,0,0.000114081,0,0.002695168,0,5.70E-05,0,0.0018966,5.70E-05,0.470100035,0.008905462,0.016691503,0.000256683,0,0,0,0,0.000114081,0,0,9.98E-05,0.01448118,0.008541829,0,0,0.00867017,0.003094452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016477601,0,4.077988749,0.009896543,0.089425387,0,0,0,0,0,0,0,0,0,0,0,0.000299463,0,0.010481209,2.470977034,0.044513052,0.05881598,0.025668266,0.000278073,0,0,0,0,0,0.002495526,0,0,0,0,0.094658862,0.043322329,1.016905405,0.181973747,0,0.060170694,0,0,0,0,0,0,0,0,0,0,0,0.064341787,0.19283285,2.397736915,0.04247385,0.002802119,0,0,0,0,0,0,0,0,0,0,0,0.023244041,0,0.041040706,5.195028912,0,0,0,0,0.001219243,0.002602477,0.024769877,0,0,0,0,0,0.000235292,0.059086923,0.002338664,0,0.17645507,0,0,0,0,0,0,0,0.000114081,0.000114081,0,0,0,0,0,0,0,0.056527226,0.093368318,0.007172854,0,0.011379598,0,0,0,0,0,0,0,0,0,0,0,0.09062324,0.432652887,0.02695881,0.023279691,0.03089461,0,0.006802091,0.002652388,0,0,0,0,0,0,0,0,0.007401017,0.025625486,0.344047458,0,0.002737948,0,0,0,9.98E-05,0,0,0,0,0,0.001033861,0,0,0.022438343,0,1.398193239,0.064462998,0.016534641,0,5.70E-05,0.014003465,0,0,0,0,0,0.002067721,0,0.010352867,0.029582677,0.001197852,0.066131436,0.378870739,0.002395705,0,0,0.008506178,0,0,0.00195364,0,0,0.020427662,0,0,0,0,0.016185268,0.002951851,0.133560545,-0.545250932,-5.60207537
90,0.194046193,0.016106381,0.002110491,0,0,0,0,0,0,0,0,0,0.006053778,0,0,0,0.0159715,0.014067298,6.35E-05,0,0,0,0,0,0,0,0.000126947,0,0.002173965,0,6.35E-05,0,0.002110491,6.35E-05,0.518387458,0.010100209,0.017709085,0.000166618,0,0,0,0,0.000126947,0,0,0.000111078,0.011544229,0.005498385,0,0,0.010124011,0.003316486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018320017,0,3.789466585,0.010377905,0.09198886,0,0,0,0,0,0,0,0,0,0,0,0.000166618,0,0.010203353,2.265921912,0.044542476,0.031355872,0.027396717,0.00028563,0,0,0,0,0,0.001888334,0,0,0,0,0.099224831,0.044391726,0.994461944,0.190126709,0,0.060561581,0,0,0,0,0,0,0,0,0,0,0,0.030681467,0.188016217,1.947666162,0.031768449,0.002888041,0,0,0,0,0,0,0,0,0,0,0,0.026151051,0,0.028737593,5.021033506,0,0,0,0,0.00144402,0.003070527,0.023834271,0,0,0,0,0,0.000309433,0.056792847,0.00322921,0,0.127034125,0,0,0,0,0,0,0,0.000126947,0.000126947,0,0,0,0,0,0,0,0.056959464,0.092218952,0.007743758,0,0.011536295,0,0,0,0,0,0,0,0,0,0,0,0.091814308,0.424851433,0.02867412,0.02239025,0.029039092,0,0.005966502,0.00212636,0,0,0,0,0,0,0,0,0.007727889,0.026698509,0.299166118,0,0.004189246,0,0,0,9.52E-05,0,0,0,0,0,0.001277403,0,0,0.02219983,0,1.35368979,0.06525068,0.017978847,0,6.35E-05,0.010695272,0,0,0,0,0,0.002554805,0,0.01013988,0.024786372,0.001523362,0.06703587,0.310266033,0.002332648,0,0,0.004831914,0,0,0.001777256,0,0,0.021826924,0,0,0,0,0.018113729,0.00260241,0.12920809,-0.646389125,-5.584092232
91,0.184514877,0.014713559,0.001941146,0,0,0,0,0,0,0,0,0,0.007087629,0,0,0,0.014615686,0.013849015,6.52E-05,0,0,0,0,0,0,0,0.000130497,0,0.002234764,0,6.52E-05,0,0.002055331,6.52E-05,0.409182109,0.009991191,0.016181652,0.000171278,0,0,0,0,0.000130497,0,0,9.79E-05,0.010643677,0.005187263,0,0,0.009754665,0.003278742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016361086,0,3.345279264,0.009469203,0.07953804,0,0,0,0,0,0,0,0,0,0,0,0.000171278,0,0.008278416,2.064946822,0.043806277,0.031506916,0.027608313,0.00026915,0,0,0,0,0,0.001941146,0,0,0,0,0.089390578,0.043341381,0.934310975,0.184987929,0,0.055958828,0,0,0,0,0,0,0,0,0,0,0,0.031449824,0.182361673,1.810811693,0.032208339,0.002601788,0,0,0,0,0,0,0,0,0,0,0,0.026335965,0,0.029541302,4.982758058,0,0,0,0,0.001484406,0.003156401,0.024500848,0,0,0,0,0,0.000293619,0.054058463,0.003001435,0,0.115995694,0,0,0,0,0,0,0,0.000130497,0.000130497,0,0,0,0,0,0,0,0.061366306,0.098500913,0.010268498,0,0.011606094,0,0,0,0,0,0,0,0,0,0,0,0.100531776,0.426766606,0.032493801,0.022967506,0.02902747,0,0.006900039,0.002185828,0,0,0,0,0,0,0,0,0.011059637,0.034084236,0.328494062,0,0.004306407,0,0,0,0.000114185,0,0,0,0,0,0.001313128,0,0,0.022894102,0,1.311456022,0.065362782,0.018758972,0,6.52E-05,0.011728435,0,0,0,0,0,0.002626256,0,0.010831267,0.026327809,0.001190787,0.067768824,0.314294336,0.002397886,0,0,0.00459187,0,0,0.001826961,0,0,0.022437361,0,0,0,0,0.018343012,0.002675192,0.131948976,-0.753512777,-5.621906883
92,0.183531134,0.015570512,0.001908643,0,0,0,0,0,0,0,0,0,0.007699152,0,0,0,0.015556161,0.015663792,0,0,0,0,0,0,0,0,0,0,0.002712283,0,0,0,0.001908643,0,0.476572478,0.008739578,0.01767289,6.46E-05,0,0,0,0,0,0,0,0.000100455,0.014264598,0.004534822,0,0,0.008811331,0.003092576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017658539,0,4.019581534,0.009937861,0.088472081,0,0,0,0,0,0,0,0,0,0,0,8.61E-05,0,0.01052624,2.470050084,0.044989452,0.06353056,0.025831264,0.000279839,0,0,0,0,0,0.000803639,0,0,0,0,0.091069558,0.043195614,1.012061765,0.184198442,0,0.060552789,0,0,0,0,0,0,0,0,0,0,0,0.06434855,0.194487895,2.414785529,0.042743567,0.002819913,0,0,0,0,0,0,0,0,0,0,0,0.023154858,0,0.041301322,5.19173256,0,0,0,0,0.001226985,0.002619003,0.024941521,0,0,0,0,0,0.000236787,0.059203823,0.002353515,0,0.17753254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059806553,0.0985678,0.009787179,0,0.011265301,0,0,0,0,0,0,0,0,0,0,0,0.097513023,0.431841339,0.032927687,0.023427522,0.030502418,0,0.007634574,0.002669231,0,0,0,0,0,0,0,0,0.009880459,0.031679176,0.376296945,0,0.002410918,0,0,0,0.000100455,0,0,0,0,0,0.001155232,0,0,0.023420346,0,1.417705897,0.064922578,0.016984056,0,0,0.01378385,0,0,0,0,0,0.002310463,0,0.01041861,0.029634201,0.001205459,0.066551383,0.380616506,0.002410918,0,0,0.00356615,0,0,0,0,0,0.021992452,0,0,0,0,0.016646815,0.002977771,0.128202,-0.856566476,-5.713837048
93,0.178166314,0.015549425,0.001906059,0,0,0,0,0,0,0,0,0,0.007617069,0,0,0,0.015535094,0.015642578,0,0,0,0,0,0,0,0,0,0,0.00270861,0,0,0,0.001906059,0,0.474902368,0.008727742,0.017648956,0,0,0,0,0,0,0,0,0.000100319,0.01424528,0.004156068,0,0,0.008699079,0.003095554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017634624,0,4.002414819,0.009924403,0.088352263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010511985,2.487728852,0.045229479,0.06344452,0.025796281,0.00027946,0,0,0,0,0,0,0,0,0,0,0.090946222,0.043739028,1.012926803,0.183948981,0,0.060470782,0,0,0,0,0,0,0,0,0,0,0,0.064390384,0.194224499,2.411629823,0.042685679,0.002816094,0,0,0,0,0,0,0,0,0,0,0,0.0231235,0,0.041245387,5.172999893,0,0,0,0,0.001225323,0.002615456,0.024907742,0,0,0,0,0,0.000236466,0.059123643,0.002350328,0,0.176446562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059037655,0.098047365,0.009659274,0,0.011207051,0,0,0,0,0,0,0,0,0,0,0,0.097108667,0.430955537,0.032567805,0.023395794,0.030461109,0,0.007624234,0.002665616,0,0,0,0,0,0,0,0,0.009867077,0.031636272,0.374647988,0,0.002407653,0,0,0,0.000100319,0,0,0,0,0,0.001153667,0,0,0.022636237,0,1.40649923,0.064834653,0.016961055,0,0,0.013765182,0,0,0,0,0,0.002307334,0,0.0104045,0.029594067,0.001203826,0.066461252,0.380101035,0.002407653,0,0,0.00356132,0,0,0,0,0,0.021962667,0,0,0,0,0.01662427,0.002973738,0.12705385,-0.95,-5.817046578
94,0.176373873,0.01544517,0.001893279,0,0,0,0,0,0,0,0,0,0.007565998,0,0,0,0.015430934,0.015537698,0,0,0,0,0,0,0,0,0,0,0.002690449,0,0,0,0.001893279,0,0.471718257,0.008669224,0.017530623,0,0,0,0,0,0,0,0,9.96E-05,0.014149768,0.004128202,0,0,0.008640754,0.003074799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017516388,0,3.99108166,0.009857862,0.087759881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010441504,2.475091995,0.044926226,0.063019139,0.025623323,0.000277586,0,0,0,0,0,0,0,0,0,0,0.090336448,0.043445768,1.005402251,0.182715645,0,0.060065339,0,0,0,0,0,0,0,0,0,0,0,0.063958661,0.192922269,2.394556467,0.042399482,0.002797213,0,0,0,0,0,0,0,0,0,0,0,0.022968462,0,0.040968846,5.146515584,0,0,0,0,0.001217108,0.00259792,0.024740742,0,0,0,0,0,0.00023488,0.058727233,0.002334569,0,0.175263529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055816138,0.091824025,0.009594511,0,0.01113191,0,0,0,0,0,0,0,0,0,0,0,0.090307978,0.431126643,0.032349445,0.02323893,0.030256874,0,0.007466352,0.002576567,0,0,0,0,0,0,0,0,0.009800921,0.031424159,0.371993708,0,0.00239151,0,0,0,9.96E-05,0,0,0,0,0,0.001145932,0,0,0.022484466,0,1.396058279,0.064399952,0.016847335,0,0,0.01367289,0,0,0,0,0,0.002291864,0,0.01033474,0.029395645,0.001195755,0.065901763,0.377545428,0.00239151,0,0,0.003537442,0,0,0,0,0,0.021815412,0,0,0,0,0.016512808,0.0029538,0.126201983,-1.036771813,-5.88
95,0.177067033,0.01550587,0.00190072,0,0,0,0,0,0,0,0,0,0.007595733,0,0,0,0.015491579,0.015598762,0,0,0,0,0,0,0,0,0,0,0.002701023,0,0,0,0.00190072,0,0.473572138,0.008703295,0.01759952,0,0,0,0,0,0,0,0,8.57E-05,0.014205378,0.004037243,0,0,0.008674713,0.003086883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017585229,0,4.009089155,0.009896604,0.088504934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01048254,2.484433393,0.045102789,0.063266808,0.025724024,0.000278677,0,0,0,0,0,0,0,0,0,0,0.091434615,0.043616512,0.999121096,0.18351233,0,0.0603014,0,0,0,0,0,0,0,0,0,0,0,0.064210022,0.193680465,2.403331261,0.042566114,0.002808206,0,0,0,0,0,0,0,0,0,0,0,0.023058729,0,0.041129856,5.15142161,0,0,0,0,0.001221891,0.00260813,0.024837974,0,0,0,0,0,0.000235804,0.058936597,0.002343744,0,0.175952325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055813987,0.09137745,0.009632218,0,0.011218533,0,0,0,0,0,0,0,0,0,0,0,0.090369926,0.432120731,0.03247658,0.023330261,0.030375785,0,0.007602878,0.002658149,0,0,0,0,0,0,0,0,0.009839439,0.031547657,0.373598577,0,0.002400909,0,0,0,0.000100038,0,0,0,0,0,0.001150436,0,0,0.022472793,0,1.400944643,0.064653047,0.016913546,0,0,0.013726625,0,0,0,0,0,0.002300871,0,0.010375356,0.029511172,0.001200454,0.066160761,0.379029204,0.002400909,0,0,0.003465598,0,0,0,0,0,0.021901148,0,0,0,0,0.016563413,0.002965408,0.126519325,-1.126917667,-5.881748878
96,0.178375063,0.015531959,0.001996762,0,0,0,0,0,0,0,0,0,0.007580566,0,0,0,0.015581878,0.015589009,0,0,0,0,0,0,0,0,0,0,0.002695629,0,0,0,0.001896924,0,0.484086517,0.0090924,0.01840587,0,0,0,0,0,0,0,0,8.56E-05,0.014426608,0.007523515,0,0,0.008885593,0.00308785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018191932,0,4.042088899,0.009898236,0.089440693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010483003,2.483195105,0.045062648,0.061928159,0.025251913,0.00027812,0,0,0,0,0,0,0,0,0,0,0.094675063,0.043429582,1.007773111,0.18210473,0,0.060180992,0,0,0,0,0,0,0,0,0,0,0,0.065008878,0.193407832,2.39826139,0.04248112,0.002802599,0,0,0,0,0,0,0,0,0,0,0,0.023133919,0,0.04104773,5.161010362,0,0,0,0,0.001219451,0.002602922,0.024788379,0,0,0,0,0,0.000235333,0.059075642,0.002339065,0,0.175643778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055338843,0.088834533,0.010169226,0,0.011224657,0,0,0,0,0,0,0,0,0,0,0,0.088506493,0.428640704,0.033952092,0.022527759,0.029680447,0,0.007587697,0.002652841,0,0,0,0,0,0,0,0,0.010254801,0.032475914,0.373501537,0,0.002738417,0,0,0,9.98E-05,0,0,0,0,0,0.001034038,0,0,0.022520627,0,1.408223809,0.064509688,0.016879774,0,0,0.013948812,0,0,0,0,0,0.002068075,0,0.010240539,0.0291456,0.001198057,0.066021522,0.378842876,0.002396115,0,0,0.007666141,0,0,0,0,0,0.020602309,0,0,0,0,0.016516078,0.002959487,0.129076426,-1.23041005,-5.848346609
97,0.186613479,0.015654427,0.002113745,0,0,0,0,0,0,0,0,0,0.006937215,0,0,0,0.015551123,0.013802913,3.18E-05,0,0,0,0,0,0,0,6.36E-05,0,0.002177316,0,3.18E-05,0,0.002113745,0,0.424107817,0.008470872,0.015034607,0,0,0,0,0,6.36E-05,0,0,0,0.01153024,0.007231233,0,0,0.008303998,0.003305706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01584514,0,2.314741384,0.010393904,0.05231916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010219083,2.247260475,0.044913106,0.031483674,0.023084319,0.000286071,0,0,0,0,0,0,0,0,0,0,0.057579683,0.044460161,0.968945432,0.189958917,0,0.060591372,0,0,0,0,0,0,0,0,0,0,0,0.030911533,0.188163029,1.959274652,0.031817423,0.002892493,0,0,0,0,0,0,0,0,0,0,0,0.02235325,0,0.028781895,4.954912073,0,0,0,0,0.001168122,0.00247928,0.022726731,0,0,0,0,0,0.00030991,0.056769149,0.003234189,0,0.126641927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053169425,0.062363421,0.011228277,0,0.011045509,0,0,0,0,0,0,0,0,0,0,0,0.066177698,0.374450704,0.035838306,0.023720032,0.021320216,0,0.006722662,0.002129638,0,0,0,0,0,0,0,0,0.010854795,0.032977599,0.326947069,0,0.004195704,0,0,0,0,0,0,0,0,0,0.00123964,0,0,0.023584943,0,1.383422201,0.073933393,0.017911207,0,0,0.010648189,0,0,0,0,0,0.00247928,0,0.009678727,0.017680761,0.001525711,0.075403479,0.310625144,0.002336244,0,0,0.007231233,0,0,0,0,0,0.023298872,0,0,0,0,0.018030403,0.002606422,0.125386394,-1.348414213,-5.833672616
98,0.185753125,0.013701469,0.001889858,0,0,0,0,0,0,0,0,0,0.007203011,0,0,0,0.013328471,0.013328471,3.32E-05,0,0,0,0,0,0,0,6.63E-05,0,0.002271145,0,3.32E-05,0,0.00208879,3.32E-05,0.383665993,0.00850436,0.014091045,0,0,0,0,0,6.63E-05,0,0,0,0.010700905,0.007128411,0,0,0.008189384,0.003307251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014190511,0,2.320248002,0.009623355,0.046467292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008413183,2.090953549,0.044734923,0.032135871,0.023714399,0.000273532,0,0,0,0,0,0,0,0,0,0,0.05643049,0.043997215,0.910579888,0.187999403,0,0.056803488,0,0,0,0,0,0,0,0,0,0,0,0.031389874,0.185628792,1.858542489,0.032732668,0.002644143,0,0,0,0,0,0,0,0,0,0,0,0.022769471,0,0.030022214,4.902788369,0,0,0,0,0.001218461,0.002586121,0.023706111,0,0,0,0,0,0.000298399,0.054847319,0.003050297,0,0.114593349,0,0,0,0,0,0,0,6.63E-05,6.63E-05,0,0,0,0,0,0,0,0.056256424,0.066675508,0.010634594,0,0.011231392,0,0,0,0,0,0,0,0,0,0,0,0.07235337,0.385821093,0.033022778,0.024849972,0.022321873,0,0.007012367,0.002221412,0,0,0,0,0,0,0,0,0.01123968,0.03473857,0.33403236,0,0.004376513,0,0,0,0,0,0,0,0,0,0.001293061,0,0,0.024651039,0,1.390280495,0.083128875,0.018948311,0,3.32E-05,0.011844766,0,0,0,0,0,0.002586121,0,0.010394218,0.018873711,0.001210172,0.086154305,0.315987534,0.002436922,0,0,0.006713968,0,0,0,0,0,0.024302908,0,0,0,0,0.018542157,0.002718743,0.129927721,-1.469151946,-5.878780328
99,0.204288586,0.017421882,0.002130676,0,0,0,0,0,0,0,0,0,0.008594795,0,0,0,0.017309741,0.017493972,0,0,0,0,0,0,0,0,0,0,0.003027803,0,0,0,0.002130676,0,0.524098267,0.009363761,0.014898713,0.000288362,0,0,0,0,0,0,0,0.000112141,0.015924001,0.009596053,0,0,0.00922759,0.003444326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014898713,0,1.896077473,0.011093934,0.049197792,0,0,0,0,0,0,0,0,0,0,0,0.000336423,0,0.011750759,2.216752241,0.038119879,0.048228575,0.026601411,0.000312392,0,0,0,0,0,0.002803521,0,0,0,0,0.04886137,0.037639275,0.77939492,0.12291438,0,0.058545533,0,0,0,0,0,0,0,0,0,0,0,0.050006809,0.127351954,2.36985654,0.018671451,0.003019793,0,0,0,0,0,0,0,0,0,0,0,0.025231691,0,0.016660926,5.26287417,0,0,0,0,0.00136972,0.002923672,0.027378387,0,0,0,0,0,0.000264332,0.057600346,0.00269939,0,0.111964628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06466522,0.106702018,0.011150004,0,0.012471664,0,0,0,0,0,0,0,0,0,0,0,0.105868971,0.487524331,0.036846279,0.026104788,0.033962657,0,0.008522705,0.002979743,0,0,0,0,0,0,0,0,0.011029853,0.035364418,0.42011967,0,0.00269138,0,0,0,0.000112141,0,0,0,0,0,0.00128962,0,0,0.026144838,0,1.613586665,0.089736709,0.01851926,0,0,0.015387326,0,0,0,0,0,0.00257924,0,0.011382296,0.032400695,0.00134569,0.091923456,0.424324952,0.00269138,0,0,0.009155499,0,0,0.002194757,0,0,0.024142323,0,0,0,0,0.018262938,0.003324175,0.147849699,-1.572278722,-5.98035348
100,0.210094853,0.017479383,0.002167607,0,0,0,0,0,0,0,0,0,0.008662277,0,0,0,0.017373448,0.01750383,0,0,0,0,0,0,0,0,0,0,0.003080283,0,0,0,0.002167607,0,0.532848202,0.00952606,0.015156948,0.00029336,0,0,0,0,0,0,0,0.000114085,0.016200007,0.009729783,0,0,0.009387529,0.003504026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015156948,0,1.930620294,0.011286222,0.049903843,0,0,0,0,0,0,0,0,0,0,0,0.000342254,0,0.011954431,2.296815411,0.039269533,0.049056358,0.027062486,0.000317807,0,0,0,0,0,0.002819518,0,0,0,0,0.049023762,0.039416213,0.791844584,0.125044819,0,0.059560286,0,0,0,0,0,0,0,0,0,0,0,0.050824668,0.126527918,1.876389387,0.018938036,0.003072134,0,0,0,0,0,0,0,0,0,0,0,0.025709769,0,0.016868216,5.294346296,0,0,0,0,0.001393461,0.002974347,0.027852929,0,0,0,0,0,0.000268914,0.058623162,0.002746178,0,0.113905277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054907266,0.105748232,0.011180286,0,0.012712279,0,0,0,0,0,0,0,0,0,0,0,0.104077708,0.458766583,0.037036735,0.026606148,0.034722449,0,0.008670426,0.00303139,0,0,0,0,0,0,0,0,0.011221031,0.035977379,0.413776525,0,0.002738029,0,0,0,0.000114085,0,0,0,0,0,0.001311972,0,0,0.026597999,0,1.640438085,0.09128394,0.01912546,0,0,0.01565403,0,0,0,0,0,0.002623945,0,0.011832198,0.03375273,0.001369015,0.093484142,0.432119691,0.002738029,0,0,0.00915936,0,0,0.002012777,0,0,0.024560774,0,0,0,0,0.01868542,0.003381792,0.148570684,-1.64,-6.092343424
